Text,User,Counter,Reply
@m_lesleywalker Our plexiglass screens will also remain at all of our manned checkouts. You can find out more about our COVIDsafe measures here: https://t.co/fKpplgBNNy 4/4,@m_lesleywalker:4,4,
@mac_bridie We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@mac_bridie:1,1,"@woolworths is it really too much 2 ask that drivers cover their deliveries in the pouring rain?2day *everything*
was soaked:boxes wet &amp; collapsed even cracker biscuits, frozen food all defrosted &amp; this is my kitchen floor after the puddles started to dry out. #DoBetter #Woolies https://t.co/kjfrOALaj2"
"@mac_bridie Can you please send us a Direct Message and provide the following information so we can assist you with your enquiry: your order number, full name and email address, for account verification purposes? 2/3",@mac_bridie:2,2,"@KateBrowne7 @woolworths @Coles just as bad: they tell me 2 call Service, my battery dies b4 I get thru! I too understand things go bad but last time driver called 2 say my intercom wasn't working &amp; I had 2 go down 2 let him in: he was at the next bldg! Despite *very* detailed delivery instructions! 🤯🤬"
"@mac_bridie Hi Bridie, we're sorry to hear that your order wasn't delivered in a perfect condition. Thanks for sending us photos of it. We'd certainly like to look into this for you. 1/3",@mac_bridie:3,3,
"@mac_bridie Hi Bridie, thanks for getting in touch. We're sorry to see the image you've shared and apologise for any inconvenience caused. We'd love to look into this further but need to grab a few more details. If you could send us a DM, that'd be great. Thanks!",@mac_bridie:4,4,
"@mac_bridie Hi Bridie, we're sorry to see that your recent Online order wasn't delivered in your chosen window, and the quality of the item you've received in your order. We appreciate you for reaching out, and we'd like to follow this up for you. 1/3",@mac_bridie:5,5,
"@mac_bridie Could you please send us a DM to confirm the order number, registered email address, and phone number associated with the account? 2/3",@mac_bridie:6,6,
@mac_bridie Thanks for getting in touch so quickly. We'd like to let you know that we've just responded back to your DM. We appreciate you for bringing this to our attention. Have a great weekend. Thanks.,@mac_bridie:7,7,
"@mac_bridie Additionally, if you can also please mention what time the order did arrive, that'd be greatly appreciated. Thanks and looking forward to your reply soon. 3/3",@mac_bridie:8,8,
"@maccaburbsvoice Hey there, thanks for reaching out to us. We're glad to see you love the Plantitude custard but sorry to see you have to say goodbye. We'd love to assist you with this, so if you could please DM us with your local store? Thanks, we hope to hear from you soon.",@maccaburbsvoice:1,1,
"@madcatjo2point0 Hi there, thanks for reaching out to us and would like to know more about your experience with our delivery drivers so please send us a DM. We look forward to hearing back from you!",@madcatjo2point0:1,1,
"@madcatjo2point0 So that we can further address this, please DM us your full name, order number and email address linked to your Online Account for verification. We look forward to hearing from you. 2/2",@madcatjo2point0:2,2,
"@madcatjo2point0 Hi there, thanks for reaching out. We're sorry to hear that your delivery order is delayed and we'd like to have a look into this for you. 1/2",@madcatjo2point0:3,3,
"@madhurimasil Thanks for getting in touch Madhurima, we appreciate your patience. We're sorry to hear your order wasn't delivered. We can see in your DM you've let us know the order was redelivered. We hope your next online experience with us is better, have a wonderful Friday!",@madhurimasil:1,1,@woolworths Thank you
"@manishjainin Hi Manish, thanks for your patience with our reply. We're sorry to hear that you were on hold, for quite some time, trying to reach our team, at the time of your tweet to us. Our team is doing the best they can to ensure that all enquiries are resolved in a timely manner. 1/2",@manishjainin:1,1,
@manishjainin However some enquiries can take a bit longer than other to get resolved. We hope that your enquiry has been resolved by now. Have a lovely day. Thanks. 2/2,@manishjainin:2,2,
"@maraykejonkers We'd love to look into this for you, however, we do need to grab some details. If you could please send us a DM and let us know the first and last name, email address and order number on your account, that'd be great. Thanks, we look forward to your reply! 2/2",@maraykejonkers:1,1,@woolworths Thankyou @woolworths Will send a pm
"@maraykejonkers Hi Marayke, thanks for getting in touch and we appreciate your patience with our response.  We're sorry to hear about the delay with your order and apologise for the inconvenience caused. 1/2",@maraykejonkers:2,2,Latest lost food delivery update: it never got collected . Completely missing an opportunity to focus on access they refunded my delivery fee rather than offering to chase it up so I can get to bed 🛌/wait for driver and ear in next week.@woolworths https://t.co/Mu3HLPW4Jm
"@maraykejonkers We'd love to look into this for you, however, we do need to grab some details. If you could please send us a DM and let us know the first and last name, email address and order number on your account, that'd be great. Thanks, we look forward to your reply! 2/2",@maraykejonkers:3,3,@woolworths be great to see some support for disability such as delivery 📦 in the window selected so our support worker can unpack it. Or so I can go to bed ( only meant to be up few hours a day) takes an hour to get back up if I need to open door 🚪 for delivery
"@maraykejonkers Hi Marayke, thanks for getting in touch and we appreciate your patience with our response.  We're sorry to hear about the delay with your order and apologise for the inconvenience caused. 1/2",@maraykejonkers:4,4,Walking street and Appartment garden 🪴 for missing delivery from @woolworths - I’ll be hungry this week! https://t.co/H3RVCbuUEo
"@maraykejonkers We'd love to look into this for you, however, we do need to grab some details. If you could please send us a DM and let us know the first and last name, email address and order number on your account, that'd be great. Thanks, we look forward to your reply! 2/2",@maraykejonkers:5,5,
"@maraykejonkers Hi Marayke, thanks for getting in touch and we appreciate your patience with our response.  We're sorry to hear about the delay with your order and apologise for the inconvenience caused. 1/2",@maraykejonkers:6,6,
@maraykejonkers You're welcome. We look forward to hearing from you!,@maraykejonkers:7,7,
"@marc_cscott and let us know your order number (if you have one), full name and email address, for account verification purposes? We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks, BIG W. 2/2",@marc_cscott:1,1,@bigw customer service is terrible. Have now made 5 phone calls (almost 4hrs) to get a @woolworths rewards refund. Each time being told it will happen in 2-3business days. Only to then have to call again… Still only half fixed and no extra for inconvenience. https://t.co/GicdNimlfK
@marc_cscott Hi Marc. we're sorry to hear that after a number of phone calls to our BIG W team your enquiry still hasn't been fully resolved. We'd certainly like to look into this for you. Can you please send us a Direct Message 1/2,@marc_cscott:2,2,
"@marinalala Hey there, we're glad to see that our Quiet Hour service is something we can say our customers love. We're always trying to do the right thing, so to see that our ideas are paying off, feels wonderful. (1/2)",@marinalala:1,1,Love this @woolworths https://t.co/G6ZkZ0Oxyi
"@marinalala We hope you have a beautiful day, and if you need us to assist you with anything, don't hesitate to reach out😊 (2/2)",@marinalala:2,2,
"@mariusk007 Hi There, thanks for reaching out to us about our price change in grapes. If you'll like to DM us we can go into further detail about the change of price. Looking forward to a response.",@mariusk007:1,1,
"@mariusk007 Hi there, we’d still like to hear from you about this. We look forward to your reply soon. Thanks.",@mariusk007:2,2,
"@mark_malone__ Thanks for that information, Mark. But if you could please DM us with the time and date of when you saw this, that'd be appreciated. We hope to hear from you soon.",@mark_malone__:1,1,@woolworths Raintrees Cairns
"@mark_malone__ Hi Mark, thanks for reaching out. We'd like to have a look into this for you and so that we can further address this, please direct message with the location of the store? We look forward to hearing from you.",@mark_malone__:2,2,Hi @woolworths why don’t you advertise the 25% increase in this product in 2 months. https://t.co/2snTWlrjFz
"@mark_melb Hi Mark, we're sorry to hear about your recent experience. Could you please DM us the store you visited? Thanks, hope to hear from you soon!",@mark_melb:1,1,"@woolworths if you have a shortage of staff to stock the shelves, tell those you have to not restock the potato chip, fizzy drink and sweets aisles."
@markadamyates These will be rolled out over the next week and will replace our existing compliant QR codes in each store.(2/2),@markadamyates:1,1,"@woolworths Thanks for the reply @woolworths good to know codes are coming back, but… why have a period of no codes in the meantime?"
"@markadamyates Hi Mark, currently only certain businesses are required to use the Service NSW QR code, however we’re already in the process of proactively transitioning all our NSW store QR codes to Service NSW codes. (1/2)",@markadamyates:2,2,"@woolworths Lane Cove, can you please put the QR code back up. I know it’s not mandatory, but I’d still like to check in."
"@mattastolfi Hey Matt, thanks for reaching out to us. We're sorry to see the quality of your Lamb organ josh and we'd like to look into this further for you. To help us share your feedback with our Quality Team, please DM us with the batch details and the store of purchase. Thanks!",@mattastolfi:1,1,"Seriously @woolworths there is literally one piece of meat in this meal. #expectationvsreality 

Surely you can do better than this! https://t.co/TkDyARUCmN"
"@maximos62 Due to medical exemptions outlined by the Department of Health, some team members may be excused from wearing a mask. 3/3",@maximos62:1,1,
"@maximos62 Hi Russell, thanks for reaching out. The safety and wellbeing of our customers and team members is a top priority. 1/3",@maximos62:2,2,
"@maximos62 Following the NSW Government’s directive for indoor spaces, our team members and customers at our stores in the NSW are currently expected to wear a face covering. 2/3",@maximos62:3,3,
"@mazie_unicorn Hi Mazie, thanks for reaching out to us. it seems like the UHU pokemon range has yet to hit our shelves but we have received them in BIG W!",@mazie_unicorn:1,1,"@woolworths hey imma just take this home with me, that cool 
Thanks https://t.co/SKX6g4DwE2"
"@mcarthurdave Hi David, we're sorry to see about the price of the Seedless Grapes on our website. We appreciate you for reaching out, and we'd like to look into this further for you. 1/2",@mcarthurdave:1,1,"@woolworths I'm not actually having a problem with this, I just thought it was funny that it says single grapes are $8each. I assume you meant a bag. Not interested in lodging a Royal Commission about it. Cheers!"
"@mcarthurdave Could you please send us a DM to let us know what device you're using, registered full name, email address, and phone number associated with the account? Thanks and we look forward to your reply soon. 2/2",@mcarthurdave:2,2,@woolworths $8 per grape is a bit steep don't you think? https://t.co/zJkyWGWP2c
"@meatmemeat Hi there, thanks for your patience with our reply. We're sorry to hear this and would certainly like to look into this matter further. Can you please send us a Direct Message and let us know your order number, full name and email address, for account verification purposes? 1/2",@meatmemeat:1,1,@woolworths My delivery just arrived. The delivery person had no mask on 🤦‍♀️🤦‍♀️🤦‍♀️
@meatmemeat We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 2/2,@meatmemeat:2,2,
"@meegyhart Hey Megan, thanks for bringing this to our attention. We're sorry to see the poor quality of your Banoffee Turnover, but we'd like to hear more. (1/2)",@meegyhart:1,1,@woolworths the disappointment I had when I bit into this to taste no fresh cream 😭 https://t.co/3moQmv4L86
"@meegyhart Could you please DM us with the expiry date, batch details (usually near the expiry, sometimes includes a timestamp), and store of purchase? Thanks, we look forward to hearing from you. (2/2)",@meegyhart:2,2,
"@mejiatalks Hi Paula, our new store will be open on the 28/02/2022. Sorry for the delay, we just want to make sure everything is perfect. Have a great evening.",@mejiatalks:1,1,
"@mel_shoe_obv Hi there, we're sorry to hear about your experience with your order. We've responded to your Direct Message. Thanks.",@mel_shoe_obv:1,1,
"@mel_shoe_obv Hi there, we're sorry to hear about your experience with your order. We've responded to all your tweets, including your Direct Message. Thanks.",@mel_shoe_obv:2,2,
"@mel_shoe_obv Hi there, thanks for your patience with our reply. We've replied to all your tweets. Thanks.",@mel_shoe_obv:3,3,
"@methusheilah Great! Glad to hear you've received your order. We appreciate your feedback and hopefully, you'll have a much better experience with us in the future. Have a lovely weekend!",@methusheilah:1,1,
"@methusheilah Hi Maggie, we're sorry to hear your online order was delayed. We definitely understand how inconvenient it could be and will look into this. In a DM, please let us know the order number, your email address, and contact number registered in your online account for verification.1/2",@methusheilah:2,2,
@methusheilah Thanks for reaching out to us and we look forward to hearing back from you! 2/2,@methusheilah:3,3,
"@mexeccareers Hi Marilyn, thanks for reaching out to us. We're sorry to hear about the lack of fruit and veggies in our stores. We'd like to look into this. Can you please provide the store, date, and time of your visit through a Direct Message? Thanks and we look forward to hearing from you.",@mexeccareers:1,1,"@woolworths any ideas on being able to get fresh fruit and veggies in Tura beach &amp; surrounds? #Covid_19 causing havoc with supply chain? No carrots,cucumbers or anything much."
"@millerpete Hi Pete, thanks for reaching out. We're sorry to hear about your experience with our app. Could you please send us a DM with the full name, email and phone number your online account is registered with? We hope to hear from you soon, thanks.",@millerpete:1,1,"Hiya @woolworths just tried doing a survey for your app on the hope I'd win a Wish voucher but the survey goes around and around, no clue why I can't submit but each time it empties the form and I try again. After the 3rd time, I gave up. Maybe it didn't like me being critical."
"@mister_wynn Thanks for your reply, we'd like to share this with our team. Can you please send us a PM and let us know the Store name? Thanks, we look forward to hearing from you!",@mister_wynn:1,1,
"@mister_wynn Thanks for the update, Lord- Sir Thomas Wynn. We're glad to hear our team have been able to resolve this for you. We'd like to share this with our team. Can you please send us a PM and let us know the Store name? Thanks, we look forward to hearing from you!",@mister_wynn:2,2,
"@mjc2000au If you could please send us a DM and let us know the first and last name,  email address and order number on your account, that'd be great. Thanks, we look forward to your reply! 2/2",@mjc2000au:1,1,"@lehmo23 @KirstyWebeck @woolworths This is now happened to me twice now, first time I had to collect the order personally due to driver issues, but thankfully the Woolworths Online Manager at the Coomera store delivered to me personally. I think there are delivery issues with drivers in iso, or in short supply."
"@mjc2000au Hi Michael, thanks for getting in touch. We're sorry to hear about the delay with your order and apologise for the inconvenience caused. We'd love to look into this for you, however, we do need to grab some details. 1/2",@mjc2000au:2,2,@woolworths What is happening with the Delivery Now service - it is usually efficient and spot on but I have now waited more than 1 and a half hours after the delivery time and still no order received.
@mjc2000au Thanks for the update. We're sorry to hear about the delay time when trying to call our team. We're glad to hear you've been able to collect your order and apologise for the inconvenience as you did request delivery. We look forward to responding to your DM ASAP. Thanks!,@mjc2000au:3,3,
"@mk_catmum Hi there, we have updated some of our in-store COVIDsafe measures in NSW to align with the State Government’s health orders.",@mk_catmum:1,1,
"@mongie0 Hi there, we're sorry to hear about your recent experiences. Could you please DM us the time you called? Thanks, hope to hear from you soon!",@mongie0:1,1,@lordsnooty @woolworths Meant to include the fact that I’m in Brisbane. So it’s not a Melbourne only thing.
"@monkeyormachine Hi there, thanks for getting in touch, we appreciate your patience. We're sorry to hear about the issue with your account. Could you please send us a DM with the full name, email and phone number the online account is registered with? We hope to hear from you soon, thanks.",@monkeyormachine:1,1,@colonelhogans @Dom_Perrottet Might explain why they have taken no action after my account with @woolworths was hacked!
"@morgstrauty Hi Morgan, thanks for reaching out to us. We're so sorry to hear about your Rewards Dollars, we'd like to look into this for you. To do so, please PM us with your Full Name, DOB, and 13 Digit Card Number. We look forward to hearing from you soon, thanks.",@morgstrauty:1,1,"Hey @woolworths
I'd been saving up my reward $$ and I just got an eReceipt on the Rewards app that someone had used my card and the $80 I had accrued and been saving to use when I do a big shop.
It was used in Springvale, VIC and I'm in regional SA.
Please help."
"@mosshroom_ Hi  Sally-Ann, thanks for reaching out. We're sorry to see the quality of the rockmelon you received in your order. Could you please send us a DM with your order number, email and phone number the online account is registered with? We hope to hear from you soon, thanks.",@mosshroom_:1,1,Received my groceries this afternoon.. thanks for the rotting produce @woolworths 🙃 https://t.co/ZIaDFxH5Xl
"@mr_gibbon We're very concerned about this, Gibbo, and take incidents like this very seriously. For your awareness this has been escalated for immediate investigation. We require some more information to help you and to also support our investigation. 1/2",@mr_gibbon:1,1,"@woolworths Your Uber drivers are stealing deliveries. My sister in law just watched a driver pull up outside her house, mark her delivery as done, and drove off. Didn't even get out of the car, just stole all her shopping. From a disabled woman, what a champ."
"@mr_gibbon If you can please send us a Direct Message and let us know your order number and your phone number so we can follow this up with you ASAP, it'd be greatly appreciated. Thanks. 2/2",@mr_gibbon:2,2,
"@mrbolano Hey Patrick, thanks for reaching out. We'd love to bring it to the attention of our Products team, we need a few more details to do so. Can you please let us know the batch details(letters/numbers, sometimes with a timestamp) and the store you purchased this from in a PM? Thanks.",@mrbolano:1,1,"And FINALLY finally @woolworths, here’s the actual fruity ‘tea’ infusion abomination you think you’re advertising every time you get it wrong. Ironically I found it using your own app. Thanks for coming to my @TEDTalks https://t.co/ilNvCx1wDp"
"@mrsc2902 Due to medical exemptions outlined by the Department of Health, some team members may be excused from wearing a mask. Thanks. 3/3",@mrsc2902:1,1,@SpencerMills020 @woolworths The rules state that you don't have to prove an exemption. They might all be legit (not my place to question that aspect); I don't think they should be doing customer service though.
"@mrsc2902 Following the VIC Government’s directive for indoor spaces, our team members and customers at our stores in the VIC are currently expected to wear a face covering. 2/3",@mrsc2902:2,2,"@woolworths Yeah, I know it's legal, but it's not right. It's also not safe for customers or staff."
"@mrsc2902 Hi Linda, thanks for reaching out and, we appreciate your patience with our reply. The safety and wellbeing of our customers and team members is a top priority. 1/3",@mrsc2902:3,3,"@woolworths can you get the maskless workers away from customers please? This morning: 4 staff on checkout, with three of them maskless and displaying their ""I'm exempt"" badges. The other wore her mask under her nose. Every customer I saw wore their 😷."
"@mrspinchbeck Hey there, thanks for reaching out to us in regards to the stock availability of the Rapid Antigen Tests at our Nambour store. We'd love to help you out, so if you could please DM us, that'd be appreciated. We look forward to hearing from you.",@mrspinchbeck:1,1,"@woolworths No, it's OK I was just wondering."
"@mrthill80 Hi Casper, thanks for reaching out to us about the pricing of the Haagen-dazs Cookie Dough Chip Ice Cream Tub. We'd love to look into this for you, so could you please send us a DM and let us know which stores these two pricing tickets were at? We look forward to your reply soon.",@mrthill80:1,1,
"@mrthill80 Hi there, thanks for reaching out. We'd like to look into this further, would you be able to send us a DM with the store you visited? We look forward to hearing from you soon, thanks.",@mrthill80:2,2,
"@ms_dingo Please let us know if there's anything else we can assist with, and we hope you have a lovely day! 6/6",@ms_dingo:1,1,
@ms_dingo Selecting a Green Window means your groceries will be delivered by a truck already in your area to lower fuel emissions as there’s less distance to travel. You can find more info on our website here - https://t.co/e3md84aMtm. 5/6,@ms_dingo:2,2,
@ms_dingo A Green Window is an optional delivery window that aims to lower our carbon footprint when making deliveries. 4/6,@ms_dingo:3,3,
"@ms_dingo Hi Michelle, thanks for reaching out. We've partnered with on-demand delivery companies in your area to provide more delivery options to our customers. 1/6",@ms_dingo:4,4,
@ms_dingo You’ll notice that our Partner drivers don’t wear a Woolies uniform and their non-refrigerated vehicles aren’t the Woolworths trucks you may be used to. 2/6,@ms_dingo:5,5,
"@ms_dingo That’s because Small Vehicle Deliveries come directly from a local Woolworths store near you, which means it only takes minutes to deliver your order, and you can select a Partner Driver window during Checkout. 3/6",@ms_dingo:6,6,
"@munstahk1 Hi Hermann, thanks for reaching out to us. We're sorry to see the quality of the peaches received in your online order. we'd be happy to look into this for you if you can DM us with your order number, email address, and contact number. Looking forward to your response.",@munstahk1:1,1,"@woolworths 
Interesting characteristics of online order delivered by the “fresh food” people:
Unripe peaches, yet already spoiled and the entire lot ready for composting… https://t.co/K25Rw6lyzY"
"@murzo_4 Hi there, thanks for getting back to us, we appreciate your patience. We understand you only purchased an individual item. Could you please send us a DM with the requested details? We appreciate you taking the time to follow this up with us.",@murzo_4:1,1,
"@murzo_4 Hi there, thanks for getting in touch, we appreciate your patience. We're sorry to see the price error for the biscuits online. Could you please send us a DM with the full name, email and phone number the online account is registered with? We hope to hear from you soon, thanks!",@murzo_4:2,2,
"@muzzlefreemadam Hi there, thanks for your patience with our reply. We understand your disappointment and we hope that your enquiry has already been resolved by our store team members. We've also shared your feedback with our team for their awareness. Have a great night. Thanks.",@muzzlefreemadam:1,1,
"@muzzlefreemadam Hi there, we're sorry to hear that the chicken you received in your order wasn't up to our usual high quality standards. Your disappointment is understandable and we'd like to look into this for you. 1/3",@muzzlefreemadam:2,2,
"@muzzlefreemadam Can you please send us a Direct Message and provide the following information so we can assist you with your enquiry: your order number, full name and email address, for account verification purposes? 2/3",@muzzlefreemadam:3,3,
@muzzlefreemadam We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@muzzlefreemadam:4,4,
"@mx_austinn Hey Kayde, thanks for reaching out to us. It’s very warming to hear you're enjoying our Caesar Salad Bowl. Just like anyone else we love receiving compliments from our customers. I have notified our relevant teams of your feedback so they're aware of your thoughts. Thanks! 💚",@mx_austinn:1,1,"Circle 3(cont.)
@RiskyRedds
@AusInstFitness
@TheeHornyyPoPo
@222xen
@nathaliejacoby1
@ChrisKlemens
@woolworths
@elonmusk
@larn247
@DanielNewman"
"@nakedtraveller3 Hi there, thanks for your patience with our reply. We're sorry to hear about your experience with your order and we'd certainly like to look into this for you. Can you please send us a Direct Message and provide the following information so we can assist you with your enquiry:1/2",@nakedtraveller3:1,1,@woolworths 2 days in a row your home delivery service has not been able to provide us with groceries because your 'contractor' in Melbourne doesn't have drivers. Your logistics issues are of zero concern to customers paying $15 for delivery. Pick your game up. #COVID19
"@nakedtraveller3 your order number, full name and email address, for account verification purposes? We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 2/2",@nakedtraveller3:2,2,
@nalinnvr Thanks for getting back to us and for letting us know that you've managed to pick up your order. We really appreciate your compliment about our Mayfield store team members. 1/2,@nalinnvr:1,1,@woolworths hey guys! It’s okay. I ended up staying up to pick them up and it wasn’t a big deal. I was just looking for options in case they were any later than 10pm but it wasn’t! big props to the guys that were at full speed on Woolworths Mayfield NSW though :)
@nalinnvr We've let the store management team know so the team members in question can receive the recognition they deserve. Thanks. 2/2,@nalinnvr:2,2,@woolworths hello! I scheduled a direct to boot pick up from 5-6pm and was notified it's going to be 210min late (which I understand). I'm probably gonna be asleep by then though lol what do i do?
"@nalinnvr Can you please send us a Direct Message and provide the following information so we can assist you with your enquiry: your order number, full name and email address, for account verification purposes? 2/3",@nalinnvr:3,3,
"@nalinnvr Hi Nalin, thanks for your patience with our reply. We're sorry to hear that your Direct to boot order was running significantly late. Although, we hope that you already received your groceries by now, we'd still like to share your feedback with our team for their awareness. 1/3",@nalinnvr:4,4,
@nalinnvr We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@nalinnvr:5,5,
"@namwalker Hi there, thanks for getting in touch. We're sorry to see what you've received in your order and apologise for the inconvenience caused. We'd love to look into this for you, however, we do need to grab some details.1/2",@namwalker:1,1,@woolworths I know your staff are under the pump at the moment but foisting mouldy/outdated products on click and collect customers is not cool. https://t.co/3uHdIm45bl
"@namwalker If you could please send us a DM and let us know the first and last name,  email address and order number on your account, that'd be great. Thanks, we look forward to your reply! 2/2",@namwalker:2,2,
"@nb707 Hi there, we're sorry to hear your online order was delayed. We'd love to look into this for you. In A DM, please send us the order number, your email address and contact number registered in your online account for verification. We look forward to hearing back from you!",@nb707:1,1,@woolworths our online order is over 12 hours late. When should we be expecting this? No useful communication at all. Online still says due for deliver yesterday.
"@neonfiona Hi There, we will be updating some of our in-store COVIDsafe measures to align with the NSW Government’s public health orders. The safety of our team members and customers will remain our top priority, (1/2)",@neonfiona:1,1,"Major supermarket chain @woolworths have removed the option to check-in via QR code - meaning the contact tracing that's kept Aussies safe this whole pandemic is not allowed to operate there anymore.

Next level disappointing and unsafe. Your vegan range is dope but I'm out ✌️"
@neonfiona and we encourage everyone to remain mindful of the COVIDSafe habits we’ve lived as we enter the busy Christmas period. (2/2),@neonfiona:2,2,
"@nessiejones22 Hi Vanessa, thanks for reaching out to us. We're sorry to hear about the experience you've had with our coconut milk. Could you please send us a DM as we'd love to look into this for you further. Looking forward to a response.",@nessiejones22:1,1,
"@newjerseydamo Hey Damo, thanks for reaching out to us and we appreciate your patience. We're sorry to hear about your experience with one of our drivers. Please private message us here - https://t.co/35uGu1zFrA with your full name 1/2.",@newjerseydamo:1,1,"@woolworths You've done nothing and I haven't even provided the info. What exactly are they going to do?
I can give you all the details of the van, time, date and location.
Your responses have shown you're just sweeping it under the rug."
"@newjerseydamo Thanks for your reply, Damo. Please know that we've shared this feedback with our team. If you'd like to provide more detailed information, please feel free to send us a PM here: https://t.co/35uGu1zFrA. Thanks, we look forward to hearing from you!",@newjerseydamo:2,2,"@woolworths Er why do you need that when it's not related to an order at all?
I was driving my car, your driver was down right dangerous."
"@newjerseydamo Thanks for your reply, Damo. Please know we've shared this feedback with our team for their awareness and review. Thanks!",@newjerseydamo:3,3,"@woolworths over 1 hour wait time on the phones? You doing something wrong there.
One of your driver's almost caused an accident with me this morning after driving erratically and ignoring road rules.
Not happy."
@newjerseydamo order number and email address registered to the Online Account so that we can further address this for you. Thanks. 2/2,@newjerseydamo:4,4,
@ngoldfrapp The ACCC offers advice about phishing scams and how you can protect yourself at  https://t.co/0MAupXAtXG - please be mindful that we'd never ask our customers for their personal or banking details in unsolicited communications. Thanks. 2/2,@ngoldfrapp:1,1,"@woolworths Yep! Clearly a scam, so thought I'd alert you :)"
"@ngoldfrapp Thanks for getting back to us. We appreciate you taking the time to bring this to our attention, we hope you have a wonderful day ahead! 😀",@ngoldfrapp:2,2,"Hey @woolworths, looks like a scam email is going around. https://t.co/60l4VzfrSM"
"@ngoldfrapp Hi Nathan, please know that the email is a 'phishing’ scam and not from us. It's actually a scammer who's attempting to trick people into giving out their personal and banking information. For more information please visit our website https://t.co/JSotKJ2M4U. 1/2",@ngoldfrapp:3,3,
"@njb81 Hi Natalie, thanks for your patience with our reply. We're sorry to hear that the app didn't work when you tried to use it from overseas. You mentioned that you use it to place orders for your family in Australia. We'd certainly like to look into this for you. 1/3",@njb81:1,1,@woolworths hi team - any particular reason why the app doesn’t work when you’re overseas? I live in London but often arrange deliveries for my family in Oz and the app would be more convenient than the desktop
"@njb81 Can you please send us a Direct Message ;et us know your order number, full name and email address, for account verification purposes? 2/3",@njb81:2,2,
@njb81 We apologise for any inconvenience caused and are looking forward to hearing from you soon. Thanks. 3/3,@njb81:3,3,
"@nogodsorkings_ Hi there, thanks for reaching out. We're sorry that bacon and cheese hot cross buns are currently not sold at Woolworths, you're bacon us hungry! We'll try to make it happen however in the meantime, you can check out our delicious cheese and bacon rolls. Thanks, have a great day!",@nogodsorkings_:1,1,@woolworths Totes a missed business opportunity!
"@nosportsforyou Hi LC, thanks for reaching out to us. We're sorry to hear about the squid. We'd like to look into this. Can you please provide the purchase date, type of squid product through a Direct Message? Thanks and we look forward to hearing from your soon.",@nosportsforyou:1,1,@woolworths I am about to eat 2 of the 4 I purchased that seem ok #wishmeluck https://t.co/hQprctlTML
@nutrition4life We’re currently experiencing delays with some stock deliveries to our stores due to the impacts of COVID-19 across the food and grocery supply chain. 2/6,@nutrition4life:1,1,"Dear @woolworths , some thoughts from my 8 year old who would like more focus on nourishing foods in store and less “chocolate and cheezels”. He is concerned about supply issues &amp; people buying more than they need. We are in good hands with the next generation! @SandroDemaio https://t.co/ped68V3zAF"
@nutrition4life Thanks again for sharing your feedback and we hope you have a wonderful day ahead! 6/6,@nutrition4life:2,2,@woolworths it’s very disappointing to buy chicken tenderloins and bring them home to find them frozen. Surely this shouldn’t be the case?
@nutrition4life Our stores may have reduced availability of some products throughout the day before they receive their next delivery. 3/6,@nutrition4life:3,3,
"@nutrition4life Hi Rob, thank you for your and your son's feedback. Thanks for letting us know that your son would like to see more focus on nourishing food in-store. 1/6",@nutrition4life:4,4,
"@nutrition4life If a favoured brand isn’t available, there should be an alternative in each category in most cases. We know this is frustrating and thank our customers for being flexible. 4/6",@nutrition4life:5,5,
"@nutrition4life As always, we ask customers to be mindful of others in their community, buy only what they need, and be respectful of each other and our teams during this difficult time. 5/6",@nutrition4life:6,6,
"@nyrobsivad99 Hi Byron, thanks for reaching out to us. We're sorry to hear about your experience. We'd love to help and look into this. Can you please provide the store name, time of visit through a Direct Message? Thanks and we look forward to hearing from you soon.",@nyrobsivad99:1,1,"To this day, I remain baffled that @woolworths have made no effort at all to renovate or update their Eastwood store when their last rebrand was in 2009. Are they just not bothered? https://t.co/fVcxQx4FrO"
"@ohhaidenny08 Hi Daniel, thanks for getting in touch. We're sorry to hear about your recent experience and appreciate you bringing this to our attention. We'd like to raise this with our team but do need a few more details. If you could send us a DM, that'd be great. Thanks!",@ohhaidenny08:1,1,".@woolworths has been assaulting my ears with Kid Rock music every Thursday and Friday morning for three weeks

This is NOT acceptable and I may need to take my business elsewhere, please fix this"
"@ohsixoneoh Hi there, thanks for reaching out and for your feedback. We’re currently experiencing delays with some stock deliveries to our stores due to the impacts of COVID-19 across the food and grocery supply chain. 1/5",@ohsixoneoh:1,1,
@ohsixoneoh We know this is frustrating and thank our customers for being flexible. 4/5,@ohsixoneoh:2,2,
@ohsixoneoh Our stores may have reduced availability of some products throughout the day before they receive their next delivery. 2/5,@ohsixoneoh:3,3,
"@ohsixoneoh If a favoured brand isn’t available, there should be an alternative in each category in most cases. 3/5",@ohsixoneoh:4,4,
"@ohsixoneoh As always, we ask customers to be mindful of others in their community and buy only what they need, and also be respectful of each other and our teams during this difficult time. Thanks. 5/5",@ohsixoneoh:5,5,
