type,description,title,img,score,review_n
personal-care-hygiene,"ave been using these products for years. 
Decided to try the lime shower gel. 
I used it and then went about my daily duties.  Work etc.  
It was a terribly hot day and I landed up devel",Original Source Shower Gel,https://cdn.productreview.com.au/resize/listing-picture/e8435ea5-12ee-3384-a183-5ef00c54a644?width=96&height=96&v=2,4.1,13
personal-care-hygiene, spray lid doe's not work unable to get Deodorant out second time this has happened to me also asked friends and they were unable also it do's leave a white mark when I have boug,Nivea Deodorant Pure Invisible,https://cdn.productreview.com.au/resize/listing-picture/75875c3d-9c81-5f97-bf77-c39fe1c13562?width=96&height=96&v=2,3.8,16
personal-care-hygiene,usual bubble bath was sold out so I grabbed a bottle of this stuff without reading the label. I have a sensitivity to  Methylisothiazolinone and I'm now covered in an itchy rash and dry patch,Natures Organics Funtime Bubble Bath,https://cdn.productreview.com.au/resize/listing-picture/ff39cbf9-cfd3-4c21-ad59-e2aaf92772e8?width=96&height=96&v=2,3.8,16
personal-care-hygiene,ove this self tanning lotion and after 2 applications with a shower in between it gave me a lovely colour of tan BUT.. I have woken up this morning with a massive rash all over my neck and ,Garnier Body Summer,https://cdn.productreview.com.au/resize/listing-picture/75bcd4fd-be9a-45cb-86d5-41526ac393dc?width=96&height=96&v=2,2.9,46
personal-care-hygiene,"s sunscreen is the best sunscreen for your face and body, its light and goes on well, I've been using it now for over a year. I use it as a base under my make up and it feels great. I usually",Ivera Sunscreen Lotion,https://cdn.productreview.com.au/resize/listing-picture/b852ee97-e0ca-3ab3-9e20-e7bf8801c47b?width=96&height=96&v=2,5.0,8
personal-care-hygiene,"Those with sensitive skin may find what they’re looking for in the TOM Organic Ultra Thin Day Panty Liners - they’re comfortable, gentle on your privates, and offer up help on days when you have a light flow",TOM Organic Ultra Thin Panty Liners,https://cdn.productreview.com.au/resize/listing-picture/51e0f41f-7b57-443e-a95e-8bae8219064b?width=96&height=96&v=2,3.1,30
personal-care-hygiene,ought this trimmer as an upgrade from an old battery trimmer. However it gives the most painful shave that you can imagine. Foolishly due to the price and the fact that I lost the receipt I ,Remington Durablade Pro MB061AU,https://cdn.productreview.com.au/resize/listing-picture/b7c5bb54-936e-309a-a23e-38e75167270d?width=96&height=96&v=2,2.8,52
personal-care-hygiene,"Australian-made Wotnot 30 SPF Natural Baby sunscreen is made with certified organic ingredients, for babies over 3 months old and people with sensitive skin. ",Wotnot 30 SPF Natural Baby,https://cdn.productreview.com.au/resize/listing-picture/ae2a830b-6986-4256-8dff-f2bb002fbdbe?width=96&height=96&v=2,2.9,40
personal-care-hygiene,"partner has used Lynx Deodorant Body spray for years and years. He didn't smell, the clothes didn't smell and the clothes weren't stained. Now they have ""improved"" the product and it should",Lynx Deodorant Body Spray,https://cdn.productreview.com.au/resize/listing-picture/8688c1fc-d92e-5bdb-b6a2-962747097274?width=96&height=96&v=2,3.2,26
personal-care-hygiene, No expecting the comfort until I tried this. Easy to insert and comfortable throughout the day. Recommend pinching the end to pull out as I didn’t know this first up and if you pull without d,Period Proof Cup,https://cdn.productreview.com.au/resize/listing-picture/1edef909-c959-59d2-ac2f-ba5338a31b82?width=96&height=96&v=2,4.9,8
personal-care-hygiene,s product used to have a pleasant smell. The scent’s changed and is so strong it makes me sick. I had to shower after using it. Won’t be buyin,Redwin Aluminium Free Deodorant,https://cdn.productreview.com.au/resize/listing-picture/393829aa-bbd6-398d-be1a-96ff871b0506?width=96&height=96&v=2,3.1,27
personal-care-hygiene,"e used this tan for many years and it is the best one I've tried. I've tried many different tans and this one has the best results. It interacts with moisturiser well, is even, good colour, ",Le Tan Jet Dry Bronze &amp; Deep Bronze,,4.6,9
personal-care-hygiene,e never used a soap that smells better than perfume or is as gentle as this one. I tried it after reading other people’s good experiences with it and I have sensitive skin which is what made t,Veldere Cleansing Body Bar + Antioxidant,https://cdn.productreview.com.au/resize/listing-picture/5957f58a-a505-4059-984d-beae635bd234?width=96&height=96&v=2,4.6,9
personal-care-hygiene,s is one of the few shower oils I'd buy again. It has a good texture and it is not excessively greasy so it's a great balance of body wash and oil wash and quite nourishing. My skin was left,Dermaveen Extra Gentle Shower &amp; Bath Oil,,3.4,19
personal-care-hygiene,As Carefree's thinnest panty liners (even having an option for G-strings) reviewers often pin their hopes of invisibility and comfort on these liners.,Carefree Barely There,https://cdn.productreview.com.au/resize/listing-picture/5070c69f-9065-35d7-a4e0-ef6421c86092?width=96&height=96&v=2,3.5,17
personal-care-hygiene,"Using zinc oxide as its active ingredient, this $19.90 broad-spectrum SPF 40 sunscreen is designed to be gentle on sensitive skin, including eczema-prone skin.",MooGoo Clear Zinc Sunscreen SPF 40,https://cdn.productreview.com.au/resize/listing-picture/6bd77607-958e-4a18-ae92-7ba6d848fa8b?width=96&height=96&v=2,2.9,33
personal-care-hygiene,ove the Bondi sands gradual tanner so I thought I'd try this one. It blends in heaps easier then other more expensive tan I've tried. The colour is very natural and smells r,Bondi Sands Light Medium Foam,https://cdn.productreview.com.au/resize/listing-picture/0c0166f6-ca9f-4feb-ade4-bf0831ffe644?width=96&height=96&v=2,4.4,9
personal-care-hygiene,"This natural oil-based sunscreen has zinc oxide as its active ingredient, and costs $34.10 for a 150-gram bottle",UVNatural SPF 30+ Sunscreen,https://cdn.productreview.com.au/resize/listing-picture/f186cee1-2cec-4284-8977-2e4181c98f94?width=96&height=96&v=2,3.6,14
personal-care-hygiene,"The Philips Series 5000 delivers a powerful shave, cutting even more hair per stroke. Equipped with advanced SkinIQ technology, the shaver senses and adapts to your hair density for improved skin comfort",Philips Shaver Series 5000,https://cdn.productreview.com.au/resize/listing-picture/101b625d-3f43-37ed-9b72-5c22faab2fcc?width=96&height=96&v=2,2.7,45
personal-care-hygiene," not deliver as promised. This tan came out orange, luckily it washes off quickly and doesn't last as they claimed, (you definitely will not get 7 days!!) The design of the bottle is the wo",Skinny Tan - 7 Day Tanner,https://cdn.productreview.com.au/resize/listing-picture/61650f5d-face-3851-8270-dd72be49e36d?width=96&height=96&v=2,2.4,92
personal-care-hygiene,"With a shape and size specially designed for younger people, the Diva Cup Model 1 provides period-endurers with a comfortable, eco-friendly menstrual hygiene option to help them battle through their time of month",The Diva Cup Model 1,https://cdn.productreview.com.au/resize/listing-picture/0b5b6418-c43c-306a-bf98-400d4c162c50?width=96&height=96&v=2,3.4,16
personal-care-hygiene,"end to sweat easily and have searched for years for a great antiperspirant that actually works, and I'm so excited that I've found one that works for the whole day. I still smell as fresh a",Ego QV Naked Anti-Perspirant Deodorant,https://cdn.productreview.com.au/resize/listing-picture/af406a72-5eb6-5d98-a64c-ce75a4fd52e5?width=96&height=96&v=2,4.6,8
personal-care-hygiene,"Happy SkinCo Classic offers a cheap home IPL machine for the bikini line, body, face and underarms that claims to be quick and easy to use.",HappySkin Co Classic,https://cdn.productreview.com.au/resize/listing-picture/1f8fc109-e5bc-4a1e-932c-3b2a6b7de691?width=96&height=96&v=2,2.4,79
personal-care-hygiene,"A little green box of Waxaway strips contain 20 ready-to-use wax strips, which are designed to tackle the removal of coarse hair as well as fine hair.",Waxaway Ready to Use Wax Strips,https://cdn.productreview.com.au/resize/listing-picture/d29e9368-849d-3faf-b97a-98e1252c356d?width=96&height=96&v=2,3.0,23
personal-care-hygiene,ave been using this natural deodorant for years. I like the convenience of roll-on and it is unscented so does not give me hayfever. Nor does it react with my sensitive skin. This works for m,The Body Crystal Deodorant,https://cdn.productreview.com.au/resize/listing-picture/e5cd4b0c-4a74-5afc-9c6c-b203d40987f8?width=96&height=96&v=2,3.8,12
personal-care-hygiene,little boy of 4 has eczema loves this pampering oil that I got him. He loves it so much that he wants to recommend it to his friends so that their parents can buy it for them to use and have,Nivea Pampering Shower Oil,https://cdn.productreview.com.au/resize/listing-picture/0fc35a2b-5233-3853-abaf-0cd6b33b69ce?width=96&height=96&v=2,4.5,8
personal-care-hygiene,"Smells, is streaky, and super orange in colour. Save your money. Company staff very rude to deal with especially The owner ! It stains took ages to appl",Jbronze Dark Tanning Cream,https://cdn.productreview.com.au/resize/listing-picture/8212df16-b59d-3e11-86f0-0a41a505a838?width=96&height=96&v=2,2.8,29
personal-care-hygiene,s is a nicely built shaver. It looks of good quality. I went from a rotary shaver to this one. I tried it for 6 months but unfortunately I could not get a consistent shaving cut across my fa,Panasonic ES-ST29,https://cdn.productreview.com.au/resize/listing-picture/9611579e-d091-3736-8560-ccca072f2003?width=96&height=96&v=2,4.0,10
personal-care-hygiene,sed this product for a while and it worked really well for my skin. it didn't last very long though especially for the price i paid and for what i am now using at less that a 1/4 of the same ,A'kin Body Wash,https://cdn.productreview.com.au/resize/listing-picture/9665af6c-e26c-3bb4-8cbc-43c75d1ae2f9?width=96&height=96&v=2,4.4,8
personal-care-hygiene,"y don’t seem to reply to questions or emails so they get one star. Very disappointed at their nonchalant attitude. 
I will try another brand as I’ve waited two months for a respo",Methven Kiri Satinjet Ultra Low Flow Shower Head,https://cdn.productreview.com.au/resize/listing-picture/b09ae43f-c937-4e39-a4c4-6eb23d27c643?width=96&height=96&v=2,4.1,9
personal-care-hygiene,"ave had this model for several years and 
has worked well Bought 3 at the time but the chargers keep dying
Remington  says it was a popular model then discontinues it 
REAL CLEVER
Two subse",Remington F5800AU Dual Foil - X Titanium,https://cdn.productreview.com.au/resize/listing-picture/ff53b61f-4d6e-320f-8f79-feb84b0002c4?width=96&height=96&v=2,4.1,9
personal-care-hygiene,"at scent and their soaps are nice, and of course I appreciate their commitment to ending global poverty.  BUT! why o why not go to the trouble of testing the pumps they use on the dispenser? ",Thankyou Hand Wash,https://cdn.productreview.com.au/resize/listing-picture/807ce82c-ef7f-3586-8907-c90907779eb8?width=96&height=96&v=2,2.9,23
personal-care-hygiene,e soap is generally good. They are like old soap before manufacturer decided to cheapen the product. The result is that their soap is not working properly and dried the skin too much. Dove b,Dove Soft Peeling Gentle Exfoliatiing Beauty Cream Bar,https://cdn.productreview.com.au/resize/listing-picture/1d91f426-cf61-3f7d-bc67-09f2f0df3cfd?width=96&height=96&v=2,3.6,12
personal-care-hygiene,in natural deodorant works very well to control perspiration / odour and yes I would recommend it. After stocking up on this product due to Chemist Warehouse having 1/2 price sale on Suk,Sukin Deodorant,https://cdn.productreview.com.au/resize/listing-picture/ed611841-1d80-5184-8669-54a6d68aa689?width=96&height=96&v=2,2.3,82
personal-care-hygiene," application was easy &amp; I enjoyed the color, however both my little one &amp; I (I didn’t apply it on her but she’s near me often) broke out in a rash. If you have a baby/toddler that likes to snu",Bondi Sands Liquid Gold,https://cdn.productreview.com.au/resize/listing-picture/d47f75fe-aa02-3787-9f00-4105e9f43bc4?width=96&height=96&v=2,3.0,20
personal-care-hygiene,"The Coles Rapid 5 System Razor presents an affordable option for shaving, at just $6.50 per razor.",Coles Rapid 5 Razor,https://cdn.productreview.com.au/resize/listing-picture/e96edce8-09c4-33ce-a97b-4814d5fbb585?width=96&height=96&v=2,3.0,20
personal-care-hygiene,"Designed with 5 blades, lubricating gel pools and a built-in flip trimmer, the Schick Hydro 5 aims to tick off many boxes when it comes to providing a convenient and comfortable shave.",Schick Hydro 5,https://cdn.productreview.com.au/resize/listing-picture/e0b83cd3-14a3-3a74-9a4c-84bc55367236?width=96&height=96&v=2,2.8,25
personal-care-hygiene,y to rub in and protects so well. Use it on the whole family. Little goes a long way. No issues with ingredients. Love that it protects our skin and doesn't contai,Little Urchin Natural Sunscreen SPF 30,https://cdn.productreview.com.au/resize/listing-picture/085c1e24-7017-4319-a250-66b7159cd208?width=96&height=96&v=2,5.0,6
personal-care-hygiene,ecided to try something new. The lip balm and lip stick very high quality. For what your paying for. Highly recommended. Unfortunately they only have the 50plus option. Would mind other t,Cancer Council Lipstick SPF30+,https://cdn.productreview.com.au/resize/listing-picture/dccd930f-5021-3c19-adf5-d686b2535957?width=96&height=96&v=2,5.0,6
personal-care-hygiene,"ove almond scent and this has a nice soft scent, it is an oil to use in the shower, so be careful to rinse the shower floor properly, otherwise it can be slippery. The oil absorbs into my ski",L'Occitane Almond Shower Oil,https://cdn.productreview.com.au/resize/listing-picture/4358fd3e-7668-3923-a62c-04a06b8ada10?width=96&height=96&v=2,4.6,7
personal-care-hygiene,is amazing it comes in different ways a roll-on and spray. I love the roll-on for school we are not really allowed to have the spray. The spray for home is ok. I just love the roll-o,Rexona For Women Deodorant,https://cdn.productreview.com.au/resize/listing-picture/9dd88a5f-6ec9-3b92-9e32-5862fbd573b0?width=96&height=96&v=2,2.3,77
personal-care-hygiene,"as over using blades so decided to buy this dear shaver for my birthday.
It works great
I have the cleaning unit as well
Am getting used to it and happy",Panasonic 5 Blade ES-LV9N,https://cdn.productreview.com.au/resize/listing-picture/f373e3d1-c8e1-3b5f-8ec0-ce47779fbe1f?width=96&height=96&v=2,4.3,8
personal-care-hygiene,sed this bar and found it to satisfactory as the bar lathers up well / it's just as good as the qv liquid wash though I decided to switch to the pump pack under the doctors advice / the qv,Ego QV Bar,https://cdn.productreview.com.au/resize/listing-picture/1f531d4c-23d5-322a-ab3d-cf0eb39185e2?width=96&height=96&v=2,4.0,9
personal-care-hygiene,"ns, the whole down under, I had to do it by myself, it's on fire, even when taking Nads all off, hoping burning sensations dies out soon &amp; I'm bleeding, I had it on for - 6 minutes too.
I wou",Nad’s Hair Removal Cream for Men,https://cdn.productreview.com.au/resize/listing-picture/91777749-03ef-32ac-b1eb-dcb813b70bab?width=96&height=96&v=2,3.8,10
personal-care-hygiene,ave been a user of the original Dermalogica Conditioning Body Wash for many years. It has been an excellent product but sadly Dermalogica have decided to change the formula. I tried the ne,Dermalogica Conditioning Body Wash,https://cdn.productreview.com.au/resize/listing-picture/2bc4f032-a82e-34e6-bfeb-5c8c199cb1bd?width=96&height=96&v=2,3.8,10
personal-care-hygiene,smaiil very nice and you can trust that it will leave your hands smelling and feeling fresh I will be buying this again because it is an am,Palmolive Antibacterial Foaming Hand Wash,https://cdn.productreview.com.au/resize/listing-picture/2a8c39a4-9185-3868-8b16-cb9325a500c7?width=96&height=96&v=2,3.4,13
personal-care-hygiene,"This 35g bleach from Nair claims to lighten hair within 7 minutes, and contains a powder that you mix with the cream bleach in order to activate it.",Nair Cream Hair Bleach for Face and Body,https://cdn.productreview.com.au/resize/listing-picture/1286cefd-f07d-3a91-b28e-ac86686acd58?width=96&height=96&v=2,3.1,16
personal-care-hygiene,"Coming in a discreet lipstick-shaped tube, the Finishing Touch Flawless Facial Hair Remover can painlessly get rid of peach fuzz and softer facial hairs",Finishing Touch Flawless Facial Hair Remover,https://cdn.productreview.com.au/resize/listing-picture/6ccc424d-5176-30f2-823e-7ed20cabec34?width=96&height=96&v=2,2.7,25
personal-care-hygiene,"Menstrual cups can be a more economical, hygienic, and environmentally friendly alternative to pads and tampons - but you should decide for yourself whether you want to put the Tulip Menstrual Cup to the test",Tulip Menstrual Cup,https://cdn.productreview.com.au/resize/listing-picture/4a4f7f02-ea7e-3630-bb0e-46dc7fafbb65?width=96&height=96&v=2,2.3,58
personal-care-hygiene,"Designed with the appealing hook that you can use it while showering, Veet In-Shower Hair Removal Cream may not be quite the miraculous, time-saving hair removal solution it's marketed to be.",Veet In-Shower Hair Removal Cream,https://cdn.productreview.com.au/resize/listing-picture/1b5469cf-9623-3ade-b73a-96eeeec260c4?width=96&height=96&v=2,2.5,36
personal-care-hygiene,"Nad’s states that this warm wax is just like a salon-quality wax at home, and is made using a number of natural ingredients and a hypoallergenic formula.",Nad’s Natural Hair Removal Warm Body Wax,https://cdn.productreview.com.au/resize/listing-picture/1a94949e-45d3-386c-8ad4-e20a3ce1e5f5?width=96&height=96&v=2,3.2,14
personal-care-hygiene," it’s not for me. I got two or three strokes in, cut my mole, and reached for my  more expensive razor that I’d hoped I’d be replacing. This just feels like a normal disposable BIC, but in two",Bic Flex 5,https://cdn.productreview.com.au/resize/listing-picture/ec9b5c33-64f4-39db-9b3d-602ec3cc8da5?width=96&height=96&v=2,3.9,9
personal-care-hygiene,"Get incredibly smooth skin in a single stroke with the Gillette Venus Embrace razor. The product has 5 body contour blades that remove virtually any hair and a protective moisture band for easy gliding. Enjoy an even longer silky soft skin feeling and a particularly close, smooth shave.",Gillette Venus Embrace,https://cdn.productreview.com.au/resize/listing-picture/adafe0a1-8a29-32be-ab00-9b09b538077e?width=96&height=96&v=2,3.9,9
personal-care-hygiene,"m a long term client of Avon and never had any regrets but after buying these products I am deeply disappointed, I applied to my face the facial remover and my armpits but after 3minutes I st",AVON Skin So Soft Hair Removal Cream,https://cdn.productreview.com.au/resize/listing-picture/3ae08860-ddfe-302b-ba42-176e0a0d1bce?width=96&height=96&v=2,4.4,7
personal-care-hygiene,"ave been using this model from the last 3 years, it's really great. Simple and very easy to use.
Only con is it doesn't show whether it's fully charg",Philips Multigroom Series 5000 MG5730/15,https://cdn.productreview.com.au/resize/listing-picture/6297b79d-0231-5374-8243-8e795a8acd95?width=96&height=96&v=2,4.8,6
personal-care-hygiene,"ar Zinke stick was excellent for hiking - no greasy hands after application. So why is clear gone and replaced with stupid colours. Who wants to emerge from the bush with bright blue, pi",Key-Sun Zinke / Clear Zinke,https://cdn.productreview.com.au/resize/listing-picture/ec86a7e0-c5b4-3a10-9faf-a439d106e476?width=96&height=96&v=2,4.8,6
personal-care-hygiene,"As one of the oldest household names in shaving, the mixed response of reviewers to the Gillette Mach 3 Turbo is somewhat underwhelming.",Gillette Mach3 Turbo,https://cdn.productreview.com.au/resize/listing-picture/960aa67b-f7c5-33c4-8866-009e5aa09190?width=96&height=96&v=2,2.7,23
personal-care-hygiene,e used this deodorant for 9 years and been perfectly happy with it. However the new container makes use difficult for someone with arhtritis. And if not closed correctly it leaks quite a,MiEssence Tahitian Breeze Roll-on Deodorant,https://cdn.productreview.com.au/resize/listing-picture/d4a50799-4202-58a3-a74b-5ef7d91e2afd?width=96&height=96&v=2,3.2,13
personal-care-hygiene,son has eczema and our GP recommend bath oil for my 6 years old son. I used as required dose in water but after few hours my son start scratching and it became very bad rashes on his body and,Ego QV Flare Up Bath Oil,https://cdn.productreview.com.au/resize/listing-picture/a2c1220a-6d62-306a-ba8a-646eb8f09768?width=96&height=96&v=2,3.5,11
personal-care-hygiene, previous style of cardboard was perfectly fine. With the knowledge out there on how bad plastics are for the environment why has Libra gone with plastic? I am so disappointed with this dec,Tampax Pearl Unscented,https://cdn.productreview.com.au/resize/listing-picture/9b33105c-ae94-3247-a54f-cda7cf5f0908?width=96&height=96&v=2,4.0,8
personal-care-hygiene,sed the tan face water. It was okay day 1 and did give a nice colour but then (as others have reported) I developed a rash over my face where the product was applied. It is still red and ,Eco Tan Organic Invisible Tan,https://cdn.productreview.com.au/resize/listing-picture/ac6f805b-dad9-33b2-ae6b-69ff0b88f817?width=96&height=96&v=2,2.2,49
personal-care-hygiene,trongly not recommend this product. I was so gentle and did not take any eyebrow hair I wanted to remove. Hopefully people read the reviews before buying this and don’t waste th,Nad's Hair Removal Facial Wand Eyebrow Shaper,https://cdn.productreview.com.au/resize/listing-picture/aca9745c-1b3f-3e15-a5b5-54464dc7bc35?width=96&height=96&v=2,2.3,38
personal-care-hygiene,"ave recently been trying to switch to natural products and Australian made.
Disappointed to say the least.
Put on after shower at night and by 9am feel the need to refresh
Hard to put ",MyAura Organics All Natural Deodorant Stick,https://cdn.productreview.com.au/resize/listing-picture/ad5fd69e-a09a-4b7c-9a1a-13501691db01?width=96&height=96&v=2,2.0,183
personal-care-hygiene,"chased by my wife as a gift as my previous Series 9000 shaver was starting to look a little sad and charging was becoming more frequently required ...otherwise, it was still wo",Philips Series 9000 SensoTouch,https://cdn.productreview.com.au/resize/listing-picture/86f1286d-7d68-3577-a0a2-c7c0c741c727?width=96&height=96&v=2,2.0,119
personal-care-hygiene,"ad the older model that worked well for a few years, although dispensed what I thought was too much.  If my hands were that dirty it would be better done in two hits.
Not too long ago it st",Dettol No Touch Hand Wash System,https://cdn.productreview.com.au/resize/listing-picture/07cdd8e0-c24e-3d18-bf84-e40f69ede929?width=96&height=96&v=2,2.5,27
personal-care-hygiene,"Enjoy a close shave with Venus razors. Thanks to Venus’ three-blade technology and the Lubrastip with a touch of aloe, Venus razors get you effortlessly smooth skin",Gillette Venus Original,https://cdn.productreview.com.au/resize/listing-picture/6027cf9b-ac82-3d8b-be66-1c26e9bb8389?width=96&height=96&v=2,3.7,9
personal-care-hygiene,"t on market. Great color wear immediate. Smell ok, dries fast,doesn't stain hands, easy to apply. No Mitt needed. Not streaky. Been replaced with hand staining, orange, streaky lotions can't",Le Tan Fast Tan Lotion,https://cdn.productreview.com.au/resize/listing-picture/62e7748e-889b-33e0-bc22-f0e0aa1a8a41?width=96&height=96&v=2,3.7,9
personal-care-hygiene,"xpected better from a dermatological tested product from Ego. Bought as it is fragrance free, but broke out with welts after a couple of uses. Also has parabens and aluminium - so",Ego QV Naked Deodorant,https://cdn.productreview.com.au/resize/listing-picture/8c7c1fe3-c6fa-56f9-b6d8-29e1538f9a97?width=96&height=96&v=2,2.5,24
personal-care-hygiene," from Big w  
I have being using for a few weeks 
I use every other day and takes a little to get used to
And I still use a razor once a week 

The Good
Say goodbye to cutting myself",Remington R3150AU Precision X-System,https://cdn.productreview.com.au/resize/listing-picture/5639d87c-2605-3698-937a-063b5959670a?width=96&height=96&v=2,3.9,8
personal-care-hygiene,"ike these pads, they work well for my regular flow.
Sometimes, when I have a heavier period, I put two pads, one on top of the other, and I am OK.
My skin is very sensitive and these pads ",Stayfree Ultra Thin with Thermocontrol,https://cdn.productreview.com.au/resize/listing-picture/924ae135-3878-3c48-af6a-b5803356f5d8?width=96&height=96&v=2,3.9,8
personal-care-hygiene,ot this as I saw it and thought I’d give it a try.  I have used electric and disposable.   This will now be my go to razor.  I like it. I’ve always had rash and cut issues.  No issue with this,Philips One Blade,https://cdn.productreview.com.au/resize/listing-picture/1f0b21c8-9909-3cb6-abf3-a4334aeb9008?width=96&height=96&v=2,4.1,7
personal-care-hygiene," waste of money and effort , my bumps on legs gone worse than ever !!! 
please do not buy it , its a humble request . 
I am still on a hunt for a",Caron Bump Eraiser,https://cdn.productreview.com.au/resize/listing-picture/e9069912-6f3c-3c63-a577-85129fda1d6d?width=96&height=96&v=2,4.1,7
personal-care-hygiene, two Toms products I tried have both been horrible. Was given almost full bags by girlfriends after it caused allergic reactions to them and they couldn't use them. I'd rate them 0 in ter,TOM Organic Maternity Pads,https://cdn.productreview.com.au/resize/listing-picture/62e9dd56-637e-3860-80f9-3fc5580acaa2?width=96&height=96&v=2,4.1,7
personal-care-hygiene,e this sunscreen. My family has been using it for years because it's the only one I found that is affordable and that my 5 children/teens and now adult children can use without an all,Cancer Council Sunscreen Tube,https://cdn.productreview.com.au/resize/listing-picture/501dd24c-bb28-377a-b7da-76aec10d2521?width=96&height=96&v=2,4.1,7
personal-care-hygiene,"Period underwear can help make your monthly flow a little more fuss-free, but opinions are still divided on the absorbency and comfort of the TOM Organic Period Briefs",TOM Organic Period Briefs,https://cdn.productreview.com.au/resize/listing-picture/5702cf8e-8ee5-4f79-9cca-64b1a8cc7d20?width=96&height=96&v=2,2.1,54
personal-care-hygiene,"lies evenly giving a great natural colour, it taking a short time to apply. Dries quickly and lasts for one to two weeks. Worth the money, l would highly recomm",Dr. Lewinn's Sunless Self Tanning Lotion,https://cdn.productreview.com.au/resize/listing-picture/f68ba6dd-09c4-3947-95a9-1e41e96f52c8?width=96&height=96&v=2,5.0,5
personal-care-hygiene, u by Kotex pads doesn’t leak and feel so protected especially night long pads. I have heavy period so I need to use good quality pads every month and was searching which is the best for me w,U by Kotex Super,https://cdn.productreview.com.au/resize/listing-picture/cde589a7-e4a3-3cdc-9ec2-1e854c289268?width=96&height=96&v=2,5.0,5
personal-care-hygiene,ave used the clinical powder fresh soft solid (not gel - it doesn’t work) for several years now and it has never failed. I apply it after my shower. Other brands do not work ,Mitchum Clinical,https://cdn.productreview.com.au/resize/listing-picture/cbf02647-4603-42ab-a0d9-92b5a63855c5?width=96&height=96&v=2,2.0,122
personal-care-hygiene,"e tried many different types of ‘natural’ deodorants and this brand’s unscented roll-on is best. Note: natural deodorants are not antiperspirants, but this type still makes me feel fresh d",Crystal Body Deodorant,https://cdn.productreview.com.au/resize/listing-picture/7d39218d-bcbf-5bdb-a405-9529759a4f54?width=96&height=96&v=2,3.6,9
personal-care-hygiene,s product does not work do not waste your money. Customer service is absolutely useless. It is worth spending the money on a reliable product with a customer service team that care about ,Glow SkinCo IPL Laser Hair Removal Handset,https://cdn.productreview.com.au/resize/listing-picture/8347a7f5-a4c6-4213-85d4-7deb564ff10f?width=96&height=96&v=2,2.6,20
personal-care-hygiene," period cup is my first cup. It was easy to insert. However , the 2 issues I always encounter with the cup is removing and leakage. Leakage issue only occur when my heavy flow day . Removin",TOM Organic The Period Cup,https://cdn.productreview.com.au/resize/listing-picture/0ede7e33-9211-4895-81e8-a791b260d919?width=96&height=96&v=2,3.1,12
personal-care-hygiene,"as happily using the Kelp and Lemon Peel body gel of the range, but nothing lasts forever.
So I bought the Cucumber and Green Tea variant, and came a cropper.

Like others, I could not get th",ALDI Juliet Body Shower Gel,https://cdn.productreview.com.au/resize/listing-picture/2ca61987-73ac-3d49-a2c9-9a6ce1ba4f1f?width=96&height=96&v=2,3.1,12
personal-care-hygiene,ee comments regarding how fast it dries. I mix it with lotion and it makes it much much easier to p,ModelCo Tan Airbrush in a Can,https://cdn.productreview.com.au/resize/listing-picture/c1c1c8ea-987d-34b8-97e6-5186b777248a?width=96&height=96&v=2,2.8,16
personal-care-hygiene,e been using this product for decades and it's the only one I found that doesn't dry my skin or leave it feeling clogged with product.  Two local pharmacies have stopped stocking it becau,Sebamed Liquid Face &amp; Body Wash,,4.3,6
personal-care-hygiene,s is really nice to use. It looks pretty and calming too. Its great that it can make me feel so relaxed just by the presentation! I love the fragrance because I dont always want fruity smell,Palmolive Spa Massage Shower Gel,https://cdn.productreview.com.au/resize/listing-picture/232fe969-e9a3-3668-98d0-767501b8e59a?width=96&height=96&v=2,4.3,6
personal-care-hygiene,"These disposable razors are especially designed for men with sensitive skin. However, reviewers found they aren’t especially effective at protecting skin while removing hair.",Schick Xtreme 3 Sensitive Disposable,https://cdn.productreview.com.au/resize/listing-picture/ea271c2b-c3f4-39be-82b5-25a68359964c?width=96&height=96&v=2,2.4,24
personal-care-hygiene,"se the green base - for all skin tones, because I have a lot of redness in my pale skin. The colour really evens out any redness and it’s not orange, it’s a lovely, even deep bronze which look",Le Tan Uber Stay Self Tanning Foam Violet Base,https://cdn.productreview.com.au/resize/listing-picture/d3094975-fc34-4c19-99cc-eb062a0c62f6?width=96&height=96&v=2,4.8,5
personal-care-hygiene,appened upon this body wash at a massage parlor. They have showers for customers and use this body wash. I was immediately impressed with the smell and how it left my skin really soft a,Lover's Care Goats Milk Shower Cream,https://cdn.productreview.com.au/resize/listing-picture/0651f291-30b4-3855-b38b-b859cca82f6d?width=96&height=96&v=2,4.8,5
personal-care-hygiene," container is easy to use, no mess. Great for overnight travel. The oil is nice on the face and leaves your face nice and smooth. The razor is easy to clean after shaves. I like the idea of ",King of Shaves AlphaOil Shaving Oil,https://cdn.productreview.com.au/resize/listing-picture/2b01d693-391e-3547-b9f1-7a1a5735c840?width=96&height=96&v=2,4.8,5
personal-care-hygiene,"stly, please change the packaging colour so that I can AVOID these tampons. Tampons are hard with a scratchy plastic flared wing design reminiscent of a badminton shuttlecock when opene",Carefree FLEXIA,https://cdn.productreview.com.au/resize/listing-picture/f799a43f-bb05-3029-92bb-abaa17d7b8cd?width=96&height=96&v=2,2.5,20
