,0,1,2,3,4,5,6,7
14970,Baby Dragon,Arrows,Cannon Cart,Electro Dragon,Golem,Night Witch,Clone,Poison
14971,Electro Wizard,Royal Ghost,Ram Rider,Barbarian Barrel,Lightning,Golden Knight,Giant Snowball,P.E.K.K.A
14972,Baby Dragon,Arrows,Cannon Cart,Electro Dragon,Golem,Night Witch,Clone,Tornado
14973,Golem,Night Witch,Lumberjack,Baby Dragon,Skeleton Army,Bats,Clone,Arrows
14974,X-Bow,Tesla,Knight,Archers,Ice Spirit,Skeletons,Fireball,The Log
14985,Lava Hound,Mega Minion,Baby Dragon,Tombstone,Miner,Arrows,Flying Machine,Barbarians
14986,Mega Knight,Dark Prince,Bandit,Inferno Dragon,Goblin Drill,Electro Wizard,Fireball,Arrows
14987,Giant,Sparky,Mini P.E.K.K.A,Arrows,Archer Queen,Bats,Skeleton Army,Zap
14988,Miner,Dark Prince,Poison,Bandit,Bats,The Log,Electro Wizard,P.E.K.K.A
14989,The Log,Goblin Barrel,Knight,Skeleton Barrel,Dart Goblin,Tesla,Ice Spirit,Royal Delivery
14990,Lumberjack,Fireball,Baby Dragon,Mega Minion,Zap,Tornado,Golem,Elite Barbarians
14991,Lava Hound,Balloon,Inferno Dragon,Minions,Arrows,Fireball,Tombstone,Guards
14992,Skeleton Army,Hog Rider,Valkyrie,Prince,Lightning,Electro Wizard,Arrows,Furnace
14993,Electro Wizard,Fireball,Zap,Royal Ghost,Battle Ram,Magic Archer,P.E.K.K.A,Bandit
14994,Fireball,Prince,Mega Minion,Electro Wizard,Zap,Giant,Miner,Dark Prince
14995,Golem,Baby Dragon,Lumberjack,Tornado,Electro Dragon,Barbarian Barrel,Heal Spirit,Elite Barbarians
14996,Goblin Giant,Sparky,Mini P.E.K.K.A,Dark Prince,Electro Wizard,Bats,Zap,Rage
14997,Zap,Balloon,Miner,Inferno Dragon,Fireball,Ice Golem,Goblin Cage,Mega Minion
14998,Ram Rider,Barbarian Barrel,Fireball,Bandit,Dark Prince,P.E.K.K.A,Electro Wizard,Magic Archer
14999,Cannon Cart,Goblin Cage,Royal Hogs,Poison,The Log,Skeletons,Mother Witch,Archer Queen
15000,Mega Knight,Lightning,Royal Ghost,Bandit,Archer Queen,Giant Snowball,Ram Rider,Electro Spirit
15001,Electro Wizard,P.E.K.K.A,Ram Rider,Mother Witch,Poison,Royal Ghost,Dark Prince,Barbarian Barrel
15002,Electro Spirit,Skeletons,Goblin Cage,Archer Queen,Royal Delivery,Earthquake,The Log,Royal Hogs
15003,Fireball,Magic Archer,Barbarian Barrel,Elite Barbarians,Goblin Cage,Ram Rider,Tornado,Mother Witch
15004,Baby Dragon,Electro Dragon,Barbarian Barrel,Heal Spirit,Battle Healer,Barbarian Hut,Elixir Golem,Tornado
15005,Lightning,Baby Dragon,Goblin Cage,Night Witch,Golem,Barbarian Barrel,Tornado,Dark Prince
15006,Spear Goblins,Miner,Skeleton Army,Bats,Mortar,Fireball,Skeleton King,Minion Horde
15007,Tesla,Goblin Drill,Dark Prince,Fire Spirit,Wall Breakers,Bomber,Guards,Fireball
15008,Magic Archer,Dark Prince,The Log,Electro Wizard,Bandit,Fireball,Goblin Drill,Cannon Cart
15009,Spear Goblins,Wall Breakers,Magic Archer,Tornado,Fireball,Miner,Valkyrie,Bomb Tower
15010,Lava Hound,Tombstone,Zap,Arrows,Balloon,Miner,Minions,Inferno Dragon
15011,Miner,Valkyrie,Fireball,Spear Goblins,Tesla,Bats,Wall Breakers,The Log
15012,P.E.K.K.A,Electro Wizard,Bandit,Elite Barbarians,Wizard,Poison,Zap,Tornado
15013,Princess,Inferno Tower,Goblin Barrel,Ice Spirit,Goblin Gang,The Log,Rocket,Knight
15014,Bandit,Mega Knight,Royal Ghost,Electro Spirit,Giant Snowball,Ram Rider,Archer Queen,Lightning
15015,Giant,Giant Snowball,Skeleton Army,Minions,Graveyard,Musketeer,Arrows,Dark Prince
15016,Royal Giant,Bats,Goblin Cage,Lightning,Fisherman,Hunter,The Log,Electro Spirit
15017,Lava Hound,Mega Minion,Tombstone,Barbarians,Lightning,Zap,Skeleton Dragons,Balloon
15018,Cannon,Hog Rider,Ice Golem,Musketeer,Ice Spirit,The Log,Skeletons,Fireball
15019,Skeletons,Dark Prince,Tornado,Lightning,Electro Giant,Archer Queen,Goblin Cage,Barbarian Barrel
15020,Dart Goblin,Bandit,Wall Breakers,Cannon Cart,The Log,Archer Queen,Goblin Barrel,Skeletons
15021,Lumberjack,Golem,Cannon Cart,Electro Dragon,Baby Dragon,Tornado,Barbarian Barrel,Mega Minion
15022,Skeletons,Fisherman,Electro Wizard,Hunter,The Log,Royal Giant,Fireball,Electro Spirit
15023,Giant Skeleton,Witch,Skeleton Army,Skeleton Barrel,Zappies,Clone,Tornado,Cannon Cart
15024,Barbarian Barrel,Royal Ghost,Ice Golem,Archer Queen,Three Musketeers,Bandit,Battle Ram,Elixir Collector
15025,Graveyard,Valkyrie,Tornado,Tombstone,Archer Queen,Poison,Baby Dragon,Barbarian Barrel
15026,The Log,Archer Queen,Hog Rider,Royal Delivery,Skeletons,Bomb Tower,Ice Spirit,Earthquake
15027,Tornado,Baby Dragon,Dark Prince,Royal Delivery,Mega Minion,Freeze,Graveyard,Goblin Cage
15028,Graveyard,Baby Dragon,Fireball,Bomb Tower,Knight,Ice Wizard,Barbarian Barrel,Tornado
15029,Archer Queen,Bandit,Electro Spirit,Barbarian Barrel,Lightning,Mega Knight,Ram Rider,Royal Ghost
15030,Lava Hound,Balloon,Tombstone,Skeleton Dragons,Mega Minion,Fireball,Barbarians,Zap
15031,Elixir Golem,Inferno Dragon,Arrows,Elite Barbarians,Electro Dragon,Heal Spirit,Rage,Battle Healer
15032,Arrows,Tombstone,Barbarian Barrel,Freeze,Bowler,Electro Wizard,Inferno Dragon,Graveyard
15033,Freeze,Valkyrie,Inferno Dragon,Tornado,Bowler,Graveyard,Ice Wizard,Baby Dragon
15034,Ice Wizard,Knight,Tesla,Rocket,Tornado,Skeletons,X-Bow,The Log
15038,Knight,Hog Rider,Archer Queen,Bomb Tower,Skeletons,Fire Spirit,Earthquake,The Log
15039,Archer Queen,Fireball,Knight,Guards,The Log,Mortar,Bats,Miner
15040,Giant,Bowler,Night Witch,Bats,Arrows,Giant Snowball,Graveyard,Skeleton Army
15041,Mortar,The Log,Miner,Knight,Bats,Guards,Archer Queen,Fireball
15042,Graveyard,Witch,Dark Prince,Zappies,Goblin Hut,Arrows,Barbarian Barrel,Mega Knight
15043,Goblin Barrel,Skeleton Army,Bomb Tower,Princess,The Log,Skeleton Barrel,Dart Goblin,Knight
15044,Mega Minion,Goblin Cage,Fisherman,Royal Giant,Mother Witch,The Log,Fireball,Dark Prince
15045,Wall Breakers,Bats,Giant Snowball,The Log,Miner,Fisherman,Skeletons,Golden Knight
15046,Archer Queen,Skeletons,Tesla,Fireball,Electro Spirit,Valkyrie,X-Bow,The Log
15047,Poison,Hunter,The Log,Royal Delivery,Valkyrie,Bats,Miner,Mortar
15048,Archer Queen,Mega Minion,Graveyard,Barbarian Barrel,Poison,Tornado,Goblin Cage,Knight
15049,Miner,Balloon,Ice Golem,Musketeer,Skeletons,Barbarian Barrel,Giant Snowball,Bomb Tower
15050,Earthquake,Royal Hogs,Fire Spirit,The Log,Archer Queen,Skeletons,Goblin Cage,Royal Delivery
15051,Mega Minion,Goblin Cage,Graveyard,Tornado,Valkyrie,Baby Dragon,Barbarian Barrel,Fireball
15052,Graveyard,Night Witch,Bowler,Giant,Skeleton Army,Arrows,Giant Snowball,Bats
15053,The Log,Rocket,Knight,Ice Wizard,Skeletons,Tornado,Mega Minion,Mortar
15054,Valkyrie,Princess,Goblin Barrel,Tesla,Goblin Gang,The Log,Rocket,Ice Spirit
15055,Fire Spirit,Cannon,Musketeer,Ice Golem,Skeletons,The Log,Earthquake,Hog Rider
15056,Royal Giant,The Log,Ice Wizard,Mega Minion,Poison,Skeletons,Tornado,Cannon
15057,Mega Knight,Ram Rider,Bandit,Archer Queen,Royal Ghost,Giant Snowball,Electro Spirit,Lightning
15058,Golem,Barbarian Barrel,Lumberjack,Night Witch,Mega Minion,Tornado,Baby Dragon,Lightning
15059,Giant,Prince,Dark Prince,Electro Wizard,Miner,Mega Minion,Fireball,Zap
15060,Hog Rider,Firecracker,Valkyrie,Tesla,Skeletons,Ice Spirit,Earthquake,The Log
15061,Inferno Tower,Skeleton Army,Valkyrie,Goblin Drill,The Log,Wall Breakers,Fireball,Musketeer
15062,Lava Hound,Balloon,Guards,Minions,Fireball,Mega Minion,The Log,Miner
15076,Hog Rider,Musketeer,Fireball,Ice Golem,Cannon,The Log,Skeletons,Ice Spirit
15077,Golem,Night Witch,Mega Minion,Lumberjack,Elite Barbarians,Bomber,Arrows,Zap
15078,Archer Queen,Electro Wizard,Battle Ram,Arrows,Heal Spirit,Elite Barbarians,Bandit,Royal Ghost
15079,Electro Spirit,Goblin Gang,Goblin Barrel,Inferno Tower,Rocket,The Log,Princess,Knight
15080,Graveyard,Electro Wizard,Baby Dragon,Inferno Dragon,Bowler,Freeze,Tornado,Golden Knight
15081,Balloon,Tornado,Barbarian Barrel,Bowler,Inferno Dragon,Electro Dragon,Freeze,Lumberjack
15082,Electro Giant,Dark Prince,Baby Dragon,Lightning,Tornado,Goblin Cage,Mega Minion,Skeletons
15083,Royal Ghost,Zap,Lumberjack,Hog Rider,Minion Horde,Prince,Dark Prince,Freeze
15084,Skeletons,Dark Prince,Tornado,Lightning,Electro Giant,Archer Queen,Goblin Cage,Barbarian Barrel
15085,Lava Hound,Tombstone,Arrows,Mega Minion,Balloon,Miner,Fireball,Minions
15086,Knight,X-Bow,Electro Spirit,Fireball,Tesla,Skeletons,The Log,Archer Queen
15091,Hunter,Royal Giant,Skeletons,Lightning,Golden Knight,Fisherman,Electro Wizard,The Log
15100,Fisherman,Night Witch,Bomber,Electro Dragon,Elite Barbarians,Lumberjack,Arrows,Golem
15101,Lava Hound,Balloon,Mega Minion,Skeleton Dragons,Guards,Zap,Fireball,Tombstone
15102,Hunter,Royal Giant,The Log,Fisherman,Lightning,Dark Prince,Electro Spirit,Mega Minion
15103,Night Witch,Clone,Golem,Bats,Skeleton King,Flying Machine,Skeleton Army,Arrows
15104,Bowler,Baby Dragon,Tornado,Graveyard,Inferno Dragon,Zappies,Valkyrie,Freeze
15105,Valkyrie,Ice Spirit,Firecracker,Earthquake,Hog Rider,The Log,Tesla,Skeletons
15106,Skeletons,Fire Spirit,Royal Delivery,Royal Hogs,Earthquake,The Log,Archer Queen,Goblin Cage
15107,Giant Skeleton,Mega Minion,Golden Knight,Hog Rider,Arrows,Mother Witch,Freeze,Barbarians
15108,Miner,Valkyrie,Fireball,Spear Goblins,Tesla,Bats,Wall Breakers,The Log
15109,Balloon,Barbarian Barrel,Lumberjack,Baby Dragon,Tornado,Freeze,Inferno Dragon,Bowler
15111,Prince,Fireball,Bats,Mortar,The Log,Spear Goblins,Guards,Miner
15112,Royal Giant,Royal Recruits,Electro Wizard,Valkyrie,Fisherman,The Log,Goblin Hut,Fireball
15114,Lava Hound,Mega Minion,Baby Dragon,Tombstone,Miner,Arrows,Flying Machine,Barbarians
15115,Prince,Barbarians,Arrows,Dark Prince,The Log,Electro Wizard,Ice Wizard,Bats
15116,Inferno Dragon,Lightning,Fisherman,Goblin Cage,Dark Prince,Tornado,Electro Giant,Mother Witch
15117,Mega Knight,Inferno Dragon,Bats,Spear Goblins,Miner,Goblin Gang,Skeleton Barrel,Zap
15124,Inferno Dragon,Battle Healer,Electro Dragon,Elixir Golem,Rage,Arrows,Elite Barbarians,Night Witch
15125,Giant,Mega Minion,Tornado,Mini P.E.K.K.A,Baby Dragon,Zappies,Sparky,Zap
15126,Tesla,The Log,Archer Queen,Electro Spirit,Skeletons,Knight,X-Bow,Rocket
15127,Night Witch,Clone,Golem,Bats,Skeleton King,Flying Machine,Skeleton Army,Arrows
15128,Giant,Graveyard,Skeleton Army,Minions,Archer Queen,Dark Prince,Arrows,Giant Snowball
15129,Giant,Skeleton King,Bats,Fireball,Graveyard,Musketeer,Skeleton Army,Giant Snowball
15130,Mega Knight,Arrows,Electro Wizard,Musketeer,Goblin Cage,Bandit,Dark Prince,Hog Rider
15131,Goblin Cage,Arrows,Valkyrie,Barbarian Barrel,Inferno Dragon,Freeze,Ice Wizard,Graveyard
15132,Lava Hound,Lumberjack,Bats,Skeleton Dragons,Clone,Skeleton Army,Flying Machine,Arrows
15133,Earthquake,Rocket,The Log,Skeletons,Cannon Cart,Royal Delivery,Tornado,Tesla
15134,Goblin Barrel,Skeleton Army,Skeleton Barrel,Dart Goblin,Inferno Tower,Princess,The Log,Knight
15135,Ice Spirit,Skeletons,The Log,Ice Golem,Cannon,Rocket,Hog Rider,Musketeer
15136,Miner,Fireball,Arrows,Fisherman,Hunter,Balloon,Royal Recruits,Mega Minion
15137,Princess,Bomb Tower,Skeleton Army,Skeleton Barrel,Goblin Barrel,Dart Goblin,Golden Knight,The Log
15138,Lava Hound,Balloon,Inferno Dragon,Minions,Zap,Fireball,Tombstone,Guards
15139,Balloon,Bats,Lightning,Tombstone,Lava Hound,Inferno Dragon,Arrows,Lumberjack
15140,Electro Giant,Bomber,Skeletons,Goblin Hut,Archer Queen,Tornado,The Log,Fire Spirit
15141,P.E.K.K.A,Electro Wizard,Royal Giant,Poison,Valkyrie,Mini P.E.K.K.A,Zap,Zappies
15142,Sparky,Miner,Golem,Minion Horde,Skeleton Army,Bats,Witch,Arrows
15143,Barbarian Barrel,Goblin Hut,Skeletons,Dark Prince,Poison,Tornado,Baby Dragon,Graveyard
15144,Ice Spirit,Skeletons,The Log,Ice Golem,Cannon,Rocket,Hog Rider,Musketeer
15145,Tombstone,Graveyard,Knight,Ice Wizard,Baby Dragon,Poison,Barbarian Barrel,Tornado
15146,Zap,Arrows,Barbarians,Lava Hound,Inferno Dragon,Skeleton Dragons,Miner,Balloon
15147,Electro Spirit,Goblin Barrel,Guards,Inferno Tower,Valkyrie,Princess,Rocket,The Log
15148,Giant Snowball,Goblin Cage,Cannon Cart,Lightning,Electro Wizard,Ram Rider,Mega Knight,Golden Knight
15149,Mega Knight,Inferno Dragon,Bats,Bandit,Miner,Goblin Gang,Skeleton Barrel,Zap
15150,Royal Giant,Skeletons,Fireball,Hunter,Bats,Electro Spirit,Fisherman,The Log
15156,P.E.K.K.A,Electro Wizard,Royal Ghost,Lightning,Ram Rider,Fisherman,Zap,Golden Knight
15157,Skeleton Army,Minion Horde,Clone,Rage,Cannon Cart,Zappies,Rascals,Princess
15158,Wall Breakers,Bandit,Royal Ghost,Princess,Goblin Drill,Royal Recruits,Elite Barbarians,Magic Archer
15159,Royal Hogs,Royal Recruits,Fireball,Barbarian Barrel,Goblin Cage,Flying Machine,Arrows,Zappies
15160,Archer Queen,Goblin Cage,Earthquake,Fire Spirit,Skeletons,Royal Delivery,Royal Hogs,The Log
15161,Mortar,Miner,Cannon Cart,Guards,Minion Horde,The Log,Spear Goblins,Fireball
15162,Rocket,Rascals,Goblin Gang,The Log,Princess,Dart Goblin,Prince,Goblin Barrel
15163,Archer Queen,Bats,Fireball,Guards,Miner,Mortar,The Log,Valkyrie
15164,Knight,Tombstone,Fireball,Barbarian Barrel,Tornado,Baby Dragon,Graveyard,Archer Queen
15165,Inferno Dragon,Mega Knight,Lightning,Arrows,Bandit,Ram Rider,Dark Prince,Electro Wizard
15166,Mega Knight,Archer Queen,Royal Ghost,Lightning,Ram Rider,Electro Spirit,Bandit,Barbarian Barrel
15167,P.E.K.K.A,Zap,Electro Wizard,Archer Queen,Bandit,Royal Ghost,Fireball,Battle Ram
15168,Royal Recruits,Royal Hogs,Goblin Cage,Zappies,Flying Machine,Electro Spirit,Barbarian Barrel,Fireball
15169,Goblin Hut,Furnace,Rocket,Musketeer,Valkyrie,Arrows,Skeleton Army,Goblin Barrel
15170,Lava Hound,Arrows,Goblin Gang,Inferno Dragon,Fireball,Guards,Valkyrie,Balloon
15171,Rocket,Princess,The Log,Skeletons,Inferno Tower,Electro Spirit,Valkyrie,Goblin Barrel
15172,Furnace,Barbarians,Minion Horde,Fireball,Royal Hogs,Miner,The Log,Ice Wizard
15173,Balloon,Bowler,Electro Dragon,Inferno Dragon,Lumberjack,Freeze,Tornado,Barbarian Barrel
15174,Ram Rider,Bandit,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Zap,Lightning,Baby Dragon
15175,Mortar,Goblin Gang,Zap,Hog Rider,Bats,Fireball,Minion Horde,Spear Goblins
15188,Fireball,Minion Horde,Cannon Cart,Mortar,Guards,Spear Goblins,The Log,Miner
15189,Bandit,Miner,Skeleton Army,Bats,Electro Wizard,Prince,Zap,Mega Knight
15225,Princess,Inferno Tower,Goblin Barrel,Electro Spirit,Goblin Gang,The Log,Rocket,Knight
15226,Graveyard,Electro Wizard,Bowler,Baby Dragon,Tornado,Valkyrie,Freeze,Inferno Dragon
15228,Mega Minion,Fireball,Miner,Zap,Prince,Night Witch,Dark Prince,Goblin Giant
15229,Tesla,Skeletons,Earthquake,The Log,Hog Rider,Valkyrie,Firecracker,Ice Spirit
15230,P.E.K.K.A,Electro Wizard,Bandit,Elite Barbarians,Wizard,Poison,Zap,Tornado
15232,Mortar,The Log,Miner,Knight,Bats,Guards,Archer Queen,Fireball
15234,Electro Giant,Tornado,Witch,Fisherman,Skeleton King,Mega Minion,Lightning,Skeleton Army
15238,Archers,Electro Spirit,Tesla,Rocket,Skeletons,Knight,X-Bow,The Log
15239,Royal Giant,Mega Minion,Golden Knight,Electro Spirit,Mother Witch,Fisherman,Lightning,Barbarian Barrel
15240,Graveyard,Knight,Ice Wizard,Baby Dragon,Tombstone,Poison,Barbarian Barrel,Tornado
15242,Bowler,Electro Wizard,Graveyard,Ice Wizard,Inferno Dragon,Freeze,Tornado,Valkyrie
15243,Zap,Golden Knight,Miner,Princess,Goblin Gang,Minion Horde,Skeleton Army,Goblin Barrel
15244,Balloon,Arrows,Goblin Gang,Minion Horde,Bats,Freeze,Lumberjack,P.E.K.K.A
15245,Archer Queen,Bandit,Electro Spirit,Barbarian Barrel,Lightning,Mega Knight,Ram Rider,Royal Ghost
15247,Royal Recruits,Zappies,Flying Machine,Royal Hogs,Electro Spirit,Goblin Cage,Arrows,Barbarian Barrel
15261,Zap,Bandit,Archer Queen,Battle Ram,Electro Wizard,Royal Ghost,P.E.K.K.A,Fireball
15262,Fireball,P.E.K.K.A,Battle Ram,Magic Archer,Bandit,Royal Ghost,Electro Wizard,Zap
15263,Knight,Guards,Miner,Bats,Archer Queen,Mortar,Poison,The Log
15264,P.E.K.K.A,Magic Archer,Elixir Golem,Zappies,Dark Prince,Tornado,Electro Dragon,Earthquake
15265,Electro Wizard,Barbarian Barrel,Tornado,Baby Dragon,Lightning,Goblin Cage,Valkyrie,Royal Giant
15266,Bowler,Electro Wizard,Baby Dragon,Inferno Dragon,Graveyard,Valkyrie,Tornado,Freeze
15267,Hog Rider,Musketeer,Ice Golem,Cannon,Ice Spirit,Skeletons,Fireball,The Log
15268,Giant,Dark Prince,Prince,Zap,Mega Minion,Arrows,Electro Wizard,Fireball
15269,Golden Knight,Royal Recruits,Arrows,Fireball,Goblin Cage,Zappies,Flying Machine,Royal Hogs
15270,Electro Spirit,Earthquake,The Log,Royal Hogs,Tesla,Royal Delivery,Dart Goblin,Skeletons
15271,Valkyrie,Tornado,Ice Spirit,Zap,Miner,Executioner,Balloon,Skeletons
15272,P.E.K.K.A,Poison,Ram Rider,Dark Prince,Magic Archer,Bandit,Electro Wizard,Barbarian Barrel
15273,Archers,Electro Spirit,Tesla,Rocket,Skeletons,Knight,X-Bow,The Log
15274,Elite Barbarians,Magic Archer,Bandit,Goblin Drill,Electro Wizard,Royal Ghost,Arrows,Cannon Cart
15275,Skeleton Army,Inferno Dragon,Graveyard,Witch,Skeleton King,Fireball,Arrows,Tombstone
15276,Barbarian Barrel,Dark Prince,Royal Hogs,Bats,Mega Knight,Electro Spirit,Archer Queen,Lightning
15277,Golem,Barbarian Barrel,Lightning,Ice Wizard,Baby Dragon,Night Witch,Tornado,Goblin Cage
15278,Balloon,Barbarian Barrel,Electro Dragon,Inferno Dragon,Bowler,Lumberjack,Tornado,Freeze
15279,Lumberjack,Balloon,Tornado,Barbarian Barrel,Inferno Dragon,Bowler,Electro Dragon,Freeze
15280,Electro Wizard,Zap,Balloon,Inferno Dragon,Mega Knight,Fireball,Bandit,Lumberjack
15281,Mega Knight,Miner,Inferno Dragon,Electro Wizard,Bandit,Skeleton Barrel,Zap,Spear Goblins
15282,Elixir Golem,Arrows,Miner,Battle Healer,Rage,Electro Dragon,Inferno Dragon,Night Witch
15283,Bowler,Baby Dragon,Tornado,Graveyard,Inferno Dragon,Electro Wizard,Valkyrie,Freeze
15284,The Log,Wall Breakers,Tesla,Valkyrie,Spear Goblins,Miner,Archer Queen,Fireball
15285,Rocket,Goblin Barrel,The Log,Ice Spirit,Knight,Princess,Goblin Gang,Inferno Tower
15311,Goblin Hut,Tornado,Electro Giant,Lightning,Barbarian Barrel,Mother Witch,Inferno Dragon,Dark Prince
15312,Goblin Hut,Graveyard,Barbarians,The Log,Giant Skeleton,Arrows,Night Witch,Baby Dragon
15313,Goblin Cage,Fireball,Zap,Ice Golem,Inferno Dragon,Miner,Balloon,Mega Minion
15314,Poison,Bats,Hunter,Mortar,The Log,Miner,Skeletons,Valkyrie
15315,The Log,Knight,Fireball,Ice Spirit,X-Bow,Skeletons,Archers,Tesla
15316,P.E.K.K.A,Battle Ram,Fireball,Zap,Royal Ghost,Bandit,Magic Archer,Electro Wizard
15317,Giant,Graveyard,Bowler,Night Witch,Minions,Skeleton Army,Giant Snowball,Arrows
15318,Bandit,Barbarian Barrel,Heal Spirit,Elixir Collector,Golden Knight,Royal Ghost,Elite Barbarians,Three Musketeers
15319,Hog Rider,Fireball,Skeleton Army,Musketeer,Barbarians,Archer Queen,Minions,Zap
15320,Arrows,Bomber,Elite Barbarians,Golem,Night Witch,Skeleton Army,Lumberjack,Zap
15321,Princess,Dart Goblin,Valkyrie,Royal Hogs,Rage,Fireball,Archers,Skeleton Barrel
15322,Ram Rider,Fire Spirit,Inferno Dragon,Archer Queen,Lightning,Rage,Valkyrie,Firecracker
15323,Goblin Barrel,Goblin Gang,Princess,Dart Goblin,The Log,Rocket,Valkyrie,Rascals
15324,Skeleton King,Fireball,Spear Goblins,The Log,Skeleton Barrel,Skeleton Army,Bats,Prince
15335,Inferno Dragon,Archer Queen,Royal Giant,Zap,Goblin Gang,Dart Goblin,Knight,Bowler
15336,Mega Knight,Firecracker,Lightning,Musketeer,Flying Machine,Skeleton Barrel,Goblin Gang,Inferno Dragon
15337,The Log,Knight,Skeleton Barrel,Inferno Tower,Dart Goblin,Royal Delivery,Electro Spirit,Goblin Barrel
15338,Golem,Electro Dragon,Baby Dragon,Tornado,Night Witch,Lumberjack,Elite Barbarians,Barbarian Barrel
15339,Mega Minion,Lumberjack,Bomber,Golem,Zap,Arrows,Night Witch,Elite Barbarians
15340,Goblin Cage,Dark Prince,Royal Recruits,Flying Machine,Royal Hogs,Fireball,Zappies,Arrows
15341,Sparky,Miner,Golem,Minion Horde,Skeleton Army,Bats,Witch,Arrows
15342,Ice Golem,Fireball,Three Musketeers,Golden Knight,Skeletons,Royal Hogs,The Log,Hunter
15343,Inferno Dragon,Fire Spirit,Lightning,Barbarian Barrel,Bandit,Royal Ghost,Archer Queen,Ram Rider
15344,Archer Queen,Royal Hogs,Skeletons,Earthquake,Royal Delivery,Goblin Cage,Fire Spirit,The Log
15345,Mortar,Miner,Guards,Bats,Rascals,Dart Goblin,The Log,Fireball
15346,Golem,Night Witch,Baby Dragon,Mega Minion,Skeletons,Lightning,Tornado,Elixir Collector
15347,Giant Snowball,Electro Spirit,Skeletons,Valkyrie,Archers,Tesla,Hog Rider,Earthquake
15348,Graveyard,Freeze,Baby Dragon,Barbarian Barrel,Tombstone,Valkyrie,Archer Queen,Tornado
15349,Skeleton Army,Goblin Barrel,Valkyrie,Skeleton Barrel,Dart Goblin,The Log,Princess,Inferno Tower
15360,Golem,Night Witch,Fireball,Mega Minion,Mini P.E.K.K.A,Bomber,Skeleton Army,Arrows
15361,Tornado,Bowler,Graveyard,Inferno Dragon,Electro Wizard,Valkyrie,Baby Dragon,Freeze
15362,P.E.K.K.A,Royal Ghost,Bandit,Battle Ram,Electro Wizard,Fireball,Minions,Zap
15363,Mega Knight,Giant Snowball,Archer Queen,Electro Spirit,Ram Rider,Bandit,Royal Ghost,Lightning
15364,Arrows,Goblin Gang,Bats,Wall Breakers,Skeleton Barrel,Goblin Drill,Inferno Dragon,Mega Knight
15365,Mirror,Royal Delivery,Electro Spirit,Mega Minion,Earthquake,Skeleton Barrel,Mini P.E.K.K.A,Dart Goblin
15366,Zap,Bandit,Archer Queen,Battle Ram,Electro Wizard,Royal Ghost,P.E.K.K.A,Fireball
15367,Royal Delivery,Miner,Rascals,Balloon,Giant Snowball,Bats,Inferno Tower,Fisherman
15368,The Log,Earthquake,Archer Queen,Royal Hogs,Royal Delivery,Fire Spirit,Goblin Cage,Skeletons
15369,Lava Hound,Balloon,Mega Minion,Skeleton Dragons,Guards,Zap,Fireball,Tombstone
15370,Ice Wizard,Valkyrie,Tombstone,Poison,Baby Dragon,Tornado,Barbarian Barrel,Graveyard
15371,Electro Wizard,Freeze,Lumberjack,Balloon,Inferno Tower,Wizard,The Log,Goblin Gang
15372,Tesla,Goblin Barrel,Rocket,Valkyrie,Skeletons,The Log,Electro Spirit,Princess
15373,Bandit,Barbarian Barrel,Cannon Cart,Electro Wizard,Heal Spirit,Golden Knight,Magic Archer,Royal Ghost
15374,Golden Knight,Zap,Fireball,Fisherman,P.E.K.K.A,Mother Witch,Electro Wizard,Battle Ram
15375,Golem,Skeleton King,Graveyard,Skeleton Army,Night Witch,Inferno Dragon,Arrows,Fireball
15376,Goblin Giant,Rage,Zap,Sparky,Heal Spirit,Elite Barbarians,Archer Queen,Mega Minion
15377,Bowler,Electro Giant,Lightning,Baby Dragon,Mega Minion,Tornado,Barbarian Barrel,Goblin Cage
15378,Knight,Archers,Skeletons,Fireball,X-Bow,Tesla,Electro Spirit,The Log
15379,Golem,Night Witch,Baby Dragon,Mega Minion,Skeletons,Lightning,Tornado,Elixir Collector
15380,Hog Rider,Musketeer,Fireball,Ice Golem,Cannon,The Log,Skeletons,Ice Spirit
15381,Golem,Night Witch,Fireball,Mega Minion,Mini P.E.K.K.A,Bomber,Skeleton Army,Arrows
15382,Electro Giant,Prince,Dark Prince,Baby Dragon,Lightning,Tornado,Mega Minion,Bomber
15383,Valkyrie,Ice Spirit,Firecracker,Earthquake,Hog Rider,The Log,Tesla,Skeletons
15384,Electro Giant,Baby Dragon,Dark Prince,Barbarian Barrel,Tornado,Goblin Cage,Lightning,Mega Minion
15385,Ice Wizard,Baby Dragon,Barbarian Barrel,Poison,Tombstone,Graveyard,Knight,Tornado
15386,Balloon,Giant Snowball,Bats,Heal Spirit,Ice Golem,Lumberjack,Archer Queen,The Log
15387,Balloon,Bats,Lightning,Tombstone,Lava Hound,Inferno Dragon,Arrows,Lumberjack
15388,Miner,Balloon,Cannon,Valkyrie,Executioner,Tornado,Zap,Skeletons
15389,Spear Goblins,Wall Breakers,Magic Archer,Tornado,Fireball,Miner,Valkyrie,Bomb Tower
15390,Elixir Golem,Inferno Dragon,Arrows,Elite Barbarians,Electro Dragon,Heal Spirit,Rage,Battle Healer
15391,Ram Rider,Baby Dragon,Royal Ghost,Electro Wizard,P.E.K.K.A,Barbarian Barrel,Golden Knight,Lightning
15392,Royal Giant,Skeleton King,Skeleton Army,Mother Witch,Fisherman,Fireball,Zappies,The Log
